Cancer_type	Phenotype	Genotype	signature
BLCA	Stemness	transcript	(ENST00000572339 + ENST00000359206 + ENST00000406935 + ENST00000404938 + ENST00000258738 + ENST00000480297 + ENST00000458159 + ENST00000482085 + ENST00000560563 + ENST00000284987 + ENST00000531752 + ENST00000257359 + ENST00000459780 + ENST00000494004 + ENST00000498707 + ENST00000485174 + ENST00000481312 + ENST00000460833 + ENST00000360697 + ENST00000389863 + ENST00000450565 + ENST00000345060 + ENST00000431035 + ENST00000453052 + ENST00000455443 + ENST00000376819 + ENST00000476934 + ENST00000372231 + ENST00000566825 + ENST00000468164 + ENST00000478473 + ENST00000478603 + ENST00000463372 + ENST00000609331 + ENST00000311956 + ENST00000539131 + ENST00000374878 + ENST00000273258 + ENST00000372829 + ENST00000308664 + ENST00000514372 + ENST00000580513 + ENST00000307078 + ENST00000611804 + ENST00000216629 + ENST00000316724 + ENST00000462958 + ENST00000259238 + ENST00000393040 + ENST00000376113 + ENST00000409400 + ENST00000355085 + ENST00000348261 + ENST00000569953 + ENST00000564231 + ENST00000569107 + ENST00000368124 + ENST00000392370 + ENST00000479784 + ENST00000494737 + ENST00000613512 + ENST00000506811 + ENST00000395813 + ENST00000239374 + ENST00000378792 + ENST00000259607 + ENST00000471629 + ENST00000372868 + ENST00000261254 + ENST00000471858 + ENST00000085219 + ENST00000368046 + ENST00000395850 + ENST00000543147 + ENST00000416624 + ENST00000263645 + ENST00000448940 + ENST00000341529 + ENST00000563425 + ENST00000492335 + ENST00000336832 + ENST00000618572 + ENST00000342213 + ENST00000185206 + ENST00000359320 + ENST00000592923 + ENST00000586059 + ENST00000535659 + ENST00000588468 + ENST00000585869 + ENST00000569352 + ENST00000470167 + ENST00000467886 + ENST00000543140 + ENST00000473258 + ENST00000493475 + ENST00000468792 + ENST00000382062 + ENST00000349077 + ENST00000400256 + ENST00000582147 + ENST00000618449 + ENST00000617462 + ENST00000566716 + ENST00000611031 + ENST00000620182 + ENST00000614918 + ENST00000568994 + ENST00000344351 + ENST00000474931 + ENST00000488328 + ENST00000273153 + ENST00000512158 + ENST00000295683 + ENST00000249749 + ENST00000249356 + ENST00000367731 + ENST00000519868 + ENST00000590412 + ENST00000283365 + ENST00000447467 + ENST00000313708 + ENST00000368648 + ENST00000355311 + ENST00000440978 + ENST00000618155 + ENST00000371699 + ENST00000490469 + ENST00000406555 + ENST00000242480 + ENST00000533626 + ENST00000254528 + ENST00000578618 + ENST00000542652 + ENST00000375110 + ENST00000511256 + ENST00000507035 + ENST00000288319 + ENST00000388740 + ENST00000523987 + ENST00000355167 + ENST00000360256 + ENST00000330287 + ENST00000552669 + ENST00000554468 + ENST00000557088 + ENST00000267620 + ENST00000342058 + ENST00000556154 + ENST00000594398 + ENST00000600553 + ENST00000599749 + ENST00000593604 + ENST00000595886 + ENST00000598996 + ENST00000274625 + ENST00000420362 + ENST00000630084 + ENST00000543669 + ENST00000628568 + ENST00000477204 + ENST00000630677 + ENST00000370683 + ENST00000458357 + ENST00000370674 + ENST00000495625 + ENST00000596558 + ENST00000527786 + ENST00000429175 + ENST00000466325 + ENST00000490936 + ENST00000462590 + ENST00000360319 + ENST00000261937 + ENST00000264433 + ENST00000592436 + ENST00000586615 + ENST00000590335 + ENST00000353609 + ENST00000262426 + ENST00000440349 + ENST00000403559 + ENST00000408937 + ENST00000295113 + ENST00000531380 + ENST00000374694 + ENST00000367029 + ENST00000586759 + ENST00000592937 + ENST00000585359 + ENST00000323816 + ENST00000583490 + ENST00000579431 + ENST00000584373 + ENST00000533784 + ENST00000476324 + ENST00000358647 + ENST00000621517 + ENST00000324333 + ENST00000262441 + ENST00000522678 + ENST00000479077 + ENST00000519574 + ENST00000394353 + ENST00000449733 + ENST00000477104 + ENST00000373807 + ENST00000477553 + ENST00000485767 + ENST00000486445 + ENST00000514431 + ENST00000515376 + ENST00000512099 + ENST00000509866 + ENST00000507062 + ENST00000504740 + ENST00000505817 + ENST00000503474 + ENST00000503198 + ENST00000515310 + ENST00000561655 + ENST00000511728 + ENST00000507322 + ENST00000222115 + ENST00000540069 + ENST00000411553 + ENST00000408930 + ENST00000296575 + ENST00000434550 + ENST00000509630 + ENST00000576444 + ENST00000399849 + ENST00000475432 + ENST00000377670 + ENST00000528563 + ENST00000524533 + ENST00000526506 + ENST00000600383 + ENST00000498038 + ENST00000556614 + ENST00000317745 + ENST00000522674 + ENST00000479766 + ENST00000518136 + ENST00000367027 + ENST00000369947 + ENST00000542664 + ENST00000612998 + ENST00000548176 + ENST00000548547 + ENST00000301464 + ENST00000549628 + ENST00000394652 + ENST00000558332 + ENST00000429149 + ENST00000566117 + ENST00000368594 + ENST00000504477 + ENST00000554327 + ENST00000553804 + ENST00000557058 + ENST00000264741 + ENST00000544665 + ENST00000519749 + ENST00000369769 + ENST00000252321 + ENST00000372421 + ENST00000406533 + ENST00000354353 + ENST00000391742 + ENST00000498377 + ENST00000486298 + ENST00000484713 + ENST00000418109 + ENST00000467506 + ENST00000432535 + ENST00000594153 + ENST00000435574 + ENST00000510143 + ENST00000374431 + ENST00000510794 + ENST00000326043 + ENST00000393350 + ENST00000342972 + ENST00000419488 + ENST00000628781 + ENST00000267079 + ENST00000608395 + ENST00000356575 + ENST00000495021 + ENST00000409517 + ENST00000491706 + ENST00000272369 + ENST00000397624 + ENST00000559129 + ENST00000398101 + ENST00000398104 + ENST00000358577 + ENST00000319080 + ENST00000329957 + ENST00000529897 + ENST00000524152 + ENST00000614640 + ENST00000540804 + ENST00000535664 + ENST00000538725 + ENST00000379818 + ENST00000297488 + ENST00000532295 + ENST00000367245 + ENST00000418370 + ENST00000590242 + ENST00000418829 + ENST00000496133 + ENST00000535185 + ENST00000332822 + ENST00000317775 + ENST00000375023 + ENST00000342694 + ENST00000265634 + ENST00000344721 + ENST00000330847 + ENST00000618101 + ENST00000338488 + ENST00000544748 + ENST00000257770 + ENST00000369651 + ENST00000369646 + ENST00000557856 + ENST00000394480 + ENST00000543009 + ENST00000608917 + ENST00000505667 + ENST00000307428 + ENST00000513238 + ENST00000504876 + ENST00000334956 + ENST00000490230 + ENST00000368463 + ENST00000588495 + ENST00000468717 + ENST00000462224 + ENST00000328619 + ENST00000467565 + ENST00000503258 + ENST00000506024 + ENST00000340635 + ENST00000482462 + ENST00000302251 + ENST00000461294 + ENST00000493815 + ENST00000506537 + ENST00000463411 + ENST00000486828 + ENST00000393551 + ENST00000393546 + ENST00000506161 + ENST00000503827 + ENST00000505074 + ENST00000355572 + ENST00000359895 + ENST00000504380 + ENST00000504318 + ENST00000475043 + ENST00000376057 + ENST00000621990 + ENST00000256404 + ENST00000451791 + ENST00000254657 + ENST00000564313 + ENST00000461140 + ENST00000323646 + ENST00000263265 + ENST00000355496 + ENST00000461414 + ENST00000473026 + ENST00000493382 + ENST00000433593 + ENST00000312280 + ENST00000395938 + ENST00000531239 + ENST00000334743 + ENST00000445317 + ENST00000321336 + ENST00000235372 + ENST00000376048 + ENST00000529398 + ENST00000288368 + ENST00000589228 + ENST00000265717 + ENST00000426088 + ENST00000376718 + ENST00000494975 + ENST00000492902 + ENST00000479172 + ENST00000473507 + ENST00000306051 + ENST00000245457 + ENST00000619306 + ENST00000358540 + ENST00000493654 + ENST00000433670 + ENST00000453779 + ENST00000361752 + ENST00000451717 + ENST00000360011 + ENST00000479866 + ENST00000395358 + ENST00000548434 + ENST00000542104 + ENST00000582894 + ENST00000582880 + ENST00000583458 + ENST00000584778 + ENST00000578887 + ENST00000581393 + ENST00000578998 + ENST00000580155 + ENST00000262031 + ENST00000432518 + ENST00000457380 + ENST00000352078 + ENST00000498352 + ENST00000469578 + ENST00000462589 + ENST00000583155 + ENST00000374136 + ENST00000367909 + ENST00000491263 + ENST00000341329 + ENST00000272233 + ENST00000557447 + ENST00000306534 + ENST00000476440 + ENST00000375715 + ENST00000493224 + ENST00000265678 + ENST00000503859 + ENST00000510118 + ENST00000521956 + ENST00000517781 + ENST00000522333 + ENST00000276659 + ENST00000518832 + ENST00000359842 + ENST00000470566 + ENST00000520467 + ENST00000450649 + ENST00000309263 + ENST00000433753 + ENST00000618865 + ENST00000341259 + ENST00000431843 + ENST00000295736 + ENST00000406785 + ENST00000402441 + ENST00000448531 + ENST00000310926 + ENST00000371123 + ENST00000437304 + ENST00000450341 + ENST00000466289 + ENST00000393528 + ENST00000393523 + ENST00000492810 + ENST00000487836 + ENST00000444771 + ENST00000498125 + ENST00000297316 + ENST00000293894 + ENST00000443779 + ENST00000541496 + ENST00000418378 + ENST00000458304 + ENST00000295213 + ENST00000394945 + ENST00000377104 + ENST00000242465 + ENST00000357585 + ENST00000335430 + ENST00000540824 + ENST00000396037 + ENST00000261197 + ENST00000293328 + ENST00000526596 + ENST00000408931 + ENST00000405440 + ENST00000349716 + ENST00000310346 + ENST00000375190 + ENST00000267811 + ENST00000237316 + ENST00000367882 + ENST00000616053 + ENST00000630828 + ENST00000519097 + ENST00000380036 + ENST00000564176 + ENST00000569703 + ENST00000569254 + ENST00000556285 + ENST00000264637 + ENST00000377245 + ENST00000549447 + ENST00000547567 + ENST00000439587 + ENST00000438742 + ENST00000515042 + ENST00000360578 + ENST00000379056 + ENST00000379060 + ENST00000521283 + ENST00000374272 + ENST00000445561 + ENST00000372397 + ENST00000486554 + ENST00000372390 + ENST00000369515 + ENST00000433172 + ENST00000375442 + ENST00000578306 + ENST00000612363 + ENST00000448943 + ENST00000367545 + ENST00000316509 + ENST00000304735 + ENST00000502527 + ENST00000325980 + ENST00000437232 + ENST00000543563 + ENST00000397196 + ENST00000585928 + ENST00000590071 + ENST00000535509 + ENST00000541602 + ENST00000335953 + ENST00000380599 + ENST00000427278 + ENST00000577775)
BLCA	Stemness	transcript	(ENST00000450518 + ENST00000449910 + ENST00000480134 + ENST00000373449 + ENST00000564918 + ENST00000304414 + ENST00000287394 + ENST00000321990 + ENST00000585133 + ENST00000246784 + ENST00000619007 + ENST00000355112 + ENST00000560136 + ENST00000558825 + ENST00000580465 + ENST00000581258 + ENST00000490814 + ENST00000341446 + ENST00000557848 + ENST00000269385 + ENST00000328697 + ENST00000482046 + ENST00000323760 + ENST00000415130 + ENST00000404724 + ENST00000491520 + ENST00000521098 + ENST00000380665 + ENST00000523454 + ENST00000229265 + ENST00000538862 + ENST00000446553 + ENST00000536241 + ENST00000535871 + ENST00000540683 + ENST00000604599 + ENST00000603043 + ENST00000535406 + ENST00000479032 + ENST00000404147 + ENST00000327331 + ENST00000482967 + ENST00000556102 + ENST00000335183 + ENST00000265148 + ENST00000283006 + ENST00000260662 + ENST00000491031 + ENST00000309048 + ENST00000502461 + ENST00000368326 + ENST00000368328 + ENST00000368325 + ENST00000496302 + ENST00000480486 + ENST00000299565 + ENST00000476727 + ENST00000378037 + ENST00000434505 + ENST00000457648 + ENST00000453733 + ENST00000441322 + ENST00000368439 + ENST00000368436 + ENST00000308987 + ENST00000553191 + ENST00000568517 + ENST00000568783 + ENST00000567270 + ENST00000564811 + ENST00000551516 + ENST00000265728 + ENST00000431138 + ENST00000528759 + ENST00000525361 + ENST00000228264 + ENST00000453022 + ENST00000265036 + ENST00000439211 + ENST00000395425 + ENST00000518156 + ENST00000353855 + ENST00000541961 + ENST00000426836 + ENST00000372715 + ENST00000519627 + ENST00000391945 + ENST00000524293 + ENST00000522378 + ENST00000550026 + ENST00000549154 + ENST00000366548 + ENST00000521202 + ENST00000221233 + ENST00000341209 + ENST00000367128 + ENST00000570225 + ENST00000565255 + ENST00000567996 + ENST00000493962 + ENST00000305885 + ENST00000535307 + ENST00000535723 + ENST00000329003 + ENST00000440082 + ENST00000275428 + ENST00000005374 + ENST00000253462 + ENST00000373365 + ENST00000356509 + ENST00000230056 + ENST00000295920 + ENST00000394204 + ENST00000443166 + ENST00000466510 + ENST00000479645 + ENST00000325418 + ENST00000368209 + ENST00000563945 + ENST00000474908 + ENST00000438704 + ENST00000446922 + ENST00000511316 + ENST00000296503 + ENST00000287936 + ENST00000356674 + ENST00000600233 + ENST00000485405 + ENST00000433386 + ENST00000233893 + ENST00000409468 + ENST00000615950 + ENST00000361170 + ENST00000476565 + ENST00000491900 + ENST00000271002 + ENST00000371092 + ENST00000465781 + ENST00000476508 + ENST00000461681 + ENST00000327300 + ENST00000398148 + ENST00000425755 + ENST00000453693 + ENST00000422209 + ENST00000502338 + ENST00000508792 + ENST00000526913 + ENST00000561367 + ENST00000416151 + ENST00000557920 + ENST00000436959 + ENST00000328205 + ENST00000460719 + ENST00000371470 + ENST00000371466 + ENST00000211287 + ENST00000378694 + ENST00000265056 + ENST00000473785 + ENST00000421471 + ENST00000229854 + ENST00000432735 + ENST00000518680 + ENST00000521261 + ENST00000264156 + ENST00000610722 + ENST00000577810 + ENST00000401061 + ENST00000301585 + ENST00000543555 + ENST00000423982 + ENST00000266263 + ENST00000407550 + ENST00000355143 + ENST00000464845 + ENST00000470245 + ENST00000514176 + ENST00000435349 + ENST00000477409 + ENST00000522048 + ENST00000395698 + ENST00000540251 + ENST00000366998 + ENST00000511355 + ENST00000475573 + ENST00000393183 + ENST00000524800 + ENST00000271452 + ENST00000527439 + ENST00000367900 + ENST00000487578 + ENST00000251074 + ENST00000558123 + ENST00000560318 + ENST00000560177 + ENST00000273860 + ENST00000491143 + ENST00000303305 + ENST00000318059 + ENST00000571178 + ENST00000379143 + ENST00000590247 + ENST00000202017 + ENST00000355968 + ENST00000620047 + ENST00000415933 + ENST00000417173 + ENST00000361188 + ENST00000556972 + ENST00000490870 + ENST00000261712 + ENST00000469475 + ENST00000368881 + ENST00000476855 + ENST00000293362 + ENST00000426530 + ENST00000352433 + ENST00000523659 + ENST00000520452 + ENST00000393964 + ENST00000517480 + ENST00000336148 + ENST00000373832 + ENST00000620284 + ENST00000619262 + ENST00000496342 + ENST00000489288 + ENST00000590121 + ENST00000590279 + ENST00000221486 + ENST00000392464 + ENST00000477322 + ENST00000589913 + ENST00000394665 + ENST00000565420 + ENST00000478027 + ENST00000381786 + ENST00000487591 + ENST00000462343 + ENST00000360566 + ENST00000607140 + ENST00000596247 + ENST00000221413 + ENST00000592224 + ENST00000520731 + ENST00000409687 + ENST00000503393 + ENST00000564272 + ENST00000460783 + ENST00000481185 + ENST00000429429 + ENST00000541567 + ENST00000529462 + ENST00000532718 + ENST00000531013 + ENST00000530807 + ENST00000513838 + ENST00000337581 + ENST00000497539 + ENST00000585486 + ENST00000592540 + ENST00000592967 + ENST00000333487 + ENST00000361690 + ENST00000229390 + ENST00000371877 + ENST00000360380 + ENST00000356493 + ENST00000378331 + ENST00000378325 + ENST00000322652 + ENST00000456234 + ENST00000550407 + ENST00000376255 + ENST00000445265 + ENST00000392872 + ENST00000335725 + ENST00000429772 + ENST00000266732 + ENST00000556029 + ENST00000497613 + ENST00000409379 + ENST00000340384 + ENST00000323224 + ENST00000323274 + ENST00000581920 + ENST00000450554 + ENST00000319380 + ENST00000587845 + ENST00000264552 + ENST00000242576 + ENST00000311672 + ENST00000371146 + ENST00000358625 + ENST00000587391 + ENST00000316024 + ENST00000495707 + ENST00000554913 + ENST00000554170 + ENST00000428262)
BLCA	Stemness	transcript	(ENST00000437930 + ENST00000625277 + ENST00000596007 + ENST00000265769 + ENST00000380586 + ENST00000416293 + ENST00000261733 + ENST00000548536 + ENST00000549106 + ENST00000336811 + ENST00000397990 + ENST00000395184 + ENST00000532525 + ENST00000479665 + ENST00000537931 + ENST00000256495 + ENST00000245451 + ENST00000558489 + ENST00000559087 + ENST00000348343 + ENST00000318407 + ENST00000524852 + ENST00000485761 + ENST00000310833 + ENST00000367036 + ENST00000356522 + ENST00000027335 + ENST00000471157 + ENST00000355480 + ENST00000473212 + ENST00000359759 + ENST00000583414 + ENST00000369802 + ENST00000329608 + ENST00000320816 + ENST00000421793 + ENST00000548218 + ENST00000548768 + ENST00000546391 + ENST00000546370 + ENST00000276297 + ENST00000511869 + ENST00000517333 + ENST00000406659 + ENST00000549529 + ENST00000344849 + ENST00000373203 + ENST00000554152 + ENST00000555546 + ENST00000557255 + ENST00000560979 + ENST00000560270 + ENST00000358487 + ENST00000344213 + ENST00000322142 + ENST00000461699 + ENST00000282397 + ENST00000464690 + ENST00000228682 + ENST00000527742 + ENST00000543426 + ENST00000320717 + ENST00000446876 + ENST00000451455 + ENST00000541798 + ENST00000456211 + ENST00000342505 + ENST00000461280 + ENST00000532957 + ENST00000368842 + ENST00000486535 + ENST00000264094 + ENST00000347546 + ENST00000563985 + ENST00000562017 + ENST00000037502 + ENST00000425538 + ENST00000443061 + ENST00000530090 + ENST00000534046 + ENST00000533226 + ENST00000397858 + ENST00000556457 + ENST00000326441 + ENST00000598410 + ENST00000585284 + ENST00000317276 + ENST00000578089 + ENST00000582719 + ENST00000479194 + ENST00000369124 + ENST00000264867 + ENST00000458477 + ENST00000399272 + ENST00000609325 + ENST00000492600 + ENST00000481448 + ENST00000429186 + ENST00000475289 + ENST00000305352 + ENST00000554335 + ENST00000631086 + ENST00000251091 + ENST00000556069 + ENST00000392067 + ENST00000621603 + ENST00000482740 + ENST00000373212 + ENST00000469295 + ENST00000495813 + ENST00000503837 + ENST00000262158 + ENST00000545051 + ENST00000455277 + ENST00000624128 + ENST00000623163 + ENST00000330871 + ENST00000306503 + ENST00000568862 + ENST00000340356 + ENST00000510476 + ENST00000544439 + ENST00000479015 + ENST00000403298 + ENST00000373033 + ENST00000394283 + ENST00000359013 + ENST00000575734 + ENST00000302424 + ENST00000379705 + ENST00000514251)
BLCA	Stemness	transcript	(ENST00000290378 + ENST00000474768 + ENST00000304166 + ENST00000379453 + ENST00000434445 + ENST00000223357 + ENST00000300060 + ENST00000303714 + ENST00000524626 + ENST00000452383 + ENST00000264245 + ENST00000356978 + ENST00000282356 + ENST00000421689 + ENST00000206423 + ENST00000439685 + ENST00000461431 + ENST00000216264 + ENST00000617564 + ENST00000360467 + ENST00000295550 + ENST00000472056 + ENST00000493608 + ENST00000402744 + ENST00000379893 + ENST00000460982 + ENST00000360631 + ENST00000326932 + ENST00000485254 + ENST00000597599 + ENST00000348997 + ENST00000592449 + ENST00000226004 + ENST00000559133 + ENST00000316623 + ENST00000513107 + ENST00000370676 + ENST00000476723 + ENST00000438732 + ENST00000368667 + ENST00000432992 + ENST00000336898 + ENST00000357703 + ENST00000373818 + ENST00000433052 + ENST00000479019 + ENST00000555728 + ENST00000360990 + ENST00000468529 + ENST00000604624 + ENST00000305544 + ENST00000598084 + ENST00000496559 + ENST00000453507 + ENST00000303375 + ENST00000308259 + ENST00000382723 + ENST00000583087 + ENST00000448614 + ENST00000368223 + ENST00000606696 + ENST00000507963 + ENST00000607797 + ENST00000507735 + ENST00000507699 + ENST00000338758 + ENST00000264360 + ENST00000264805 + ENST00000393158 + ENST00000512143 + ENST00000373980 + ENST00000407433 + ENST00000443509 + ENST00000244043 + ENST00000356435 + ENST00000252804 + ENST00000377966 + ENST00000371080 + ENST00000375708 + ENST00000275300 + ENST00000510283 + ENST00000537795 + ENST00000290607 + ENST00000457482 + ENST00000361773 + ENST00000556674 + ENST00000238682 + ENST00000322954 + ENST00000453304 + ENST00000310594)
BLCA	Stemness	transcript	(ENST00000502418 + ENST00000573204 + ENST00000574444 + ENST00000618078 + ENST00000262643 + ENST00000257904 + ENST00000295304 + ENST00000301280 + ENST00000481530 + ENST00000314355 + ENST00000498700 + ENST00000469700 + ENST00000361729 + ENST00000248378 + ENST00000394294 + ENST00000493352 + ENST00000489841 + ENST00000545008 + ENST00000536987 + ENST00000541717 + ENST00000543751 + ENST00000487398 + ENST00000292431 + ENST00000397046 + ENST00000339737 + ENST00000216727 + ENST00000379804 + ENST00000574680 + ENST00000572658 + ENST00000574385 + ENST00000575040 + ENST00000382240 + ENST00000262300 + ENST00000301522 + ENST00000466174 + ENST00000550847 + ENST00000454520 + ENST00000548961 + ENST00000267868 + ENST00000382643 + ENST00000423169 + ENST00000369307 + ENST00000632555 + ENST00000375436 + ENST00000396682 + ENST00000406109 + ENST00000223129 + ENST00000483031 + ENST00000600467 + ENST00000372692 + ENST00000556825 + ENST00000554467 + ENST00000557433 + ENST00000478146 + ENST00000328666 + ENST00000575360 + ENST00000586921 + ENST00000592604 + ENST00000578968 + ENST00000580682 + ENST00000580083 + ENST00000582076 + ENST00000582730 + ENST00000343255 + ENST00000455785 + ENST00000315091 + ENST00000409262 + ENST00000340513 + ENST00000595974 + ENST00000597136 + ENST00000510412 + ENST00000508430 + ENST00000512024 + ENST00000166345 + ENST00000406620 + ENST00000487227 + ENST00000409470)
BLCA	Stemness	transcript	(ENST00000443026 + ENST00000481060 + ENST00000348831 + ENST00000579794 + ENST00000413907 + ENST00000496567 + ENST00000373886 + ENST00000368125 + ENST00000222693 + ENST00000304141 + ENST00000469554 + ENST00000246006 + ENST00000392003 + ENST00000614585 + ENST00000598334 + ENST00000317216 + ENST00000263277 + ENST00000530028 + ENST00000375559 + ENST00000550635 + ENST00000376131 + ENST00000373823 + ENST00000451191 + ENST00000502896 + ENST00000619757 + ENST00000307358 + ENST00000560241 + ENST00000302909 + ENST00000286628 + ENST00000286627 + ENST00000418271 + ENST00000547488 + ENST00000341712 + ENST00000578202 + ENST00000513111 + ENST00000360772 + ENST00000299964 + ENST00000535401 + ENST00000546313 + ENST00000541754 + ENST00000558676 + ENST00000393726 + ENST00000506884 + ENST00000371045 + ENST00000502484 + ENST00000402802 + ENST00000314922 + ENST00000354952 + ENST00000506979 + ENST00000376717 + ENST00000424866 + ENST00000461698 + ENST00000362012 + ENST00000496264 + ENST00000316754 + ENST00000550066 + ENST00000521751 + ENST00000580809 + ENST00000492104 + ENST00000485380 + ENST00000562619 + ENST00000305249 + ENST00000562680 + ENST00000561785 + ENST00000369516 + ENST00000504962 + ENST00000424529 + ENST00000392996)
BLCA	Stemness	transcript	(ENST00000537347 + ENST00000377848 + ENST00000403729 + ENST00000482406 + ENST00000449651 + ENST00000308423 + ENST00000617500 + ENST00000411763 + ENST00000427072 + ENST00000392018 + ENST00000339834 + ENST00000347034 + ENST00000392473 + ENST00000462827 + ENST00000486023 + ENST00000466285 + ENST00000463060 + ENST00000296953 + ENST00000438362 + ENST00000448778 + ENST00000529870 + ENST00000459624 + ENST00000371206 + ENST00000371205 + ENST00000369236 + ENST00000618759 + ENST00000374673 + ENST00000439717 + ENST00000227752 + ENST00000373298 + ENST00000434584 + ENST00000272117 + ENST00000371060 + ENST00000349533 + ENST00000616738 + ENST00000494012 + ENST00000504492 + ENST00000215555 + ENST00000602117 + ENST00000259050 + ENST00000282486 + ENST00000477171 + ENST00000571910 + ENST00000570785 + ENST00000573908 + ENST00000571505 + ENST00000396324 + ENST00000444465 + ENST00000455853 + ENST00000237596 + ENST00000486277 + ENST00000478803 + ENST00000488977 + ENST00000613645 + ENST00000481224 + ENST00000466675 + ENST00000467793 + ENST00000482669 + ENST00000478771 + ENST00000216127 + ENST00000485708 + ENST00000441284 + ENST00000455600 + ENST00000381873 + ENST00000537952 + ENST00000361042 + ENST00000594191)
BLCA	Stemness	transcript	(ENST00000495442 + ENST00000539638 + ENST00000467091 + ENST00000404455 + ENST00000462568 + ENST00000497324 + ENST00000472360 + ENST00000349243 + ENST00000475347 + ENST00000497524 + ENST00000402676 + ENST00000436924 + ENST00000513471 + ENST00000382065 + ENST00000231338 + ENST00000372988 + ENST00000541972 + ENST00000359156 + ENST00000537044 + ENST00000537626 + ENST00000280200 + ENST00000563332 + ENST00000274368 + ENST00000542931 + ENST00000426972 + ENST00000378723 + ENST00000488902 + ENST00000493412 + ENST00000463609 + ENST00000357033 + ENST00000541735 + ENST00000517825 + ENST00000597921 + ENST00000346664 + ENST00000480308 + ENST00000236937 + ENST00000358671 + ENST00000303562 + ENST00000269593 + ENST00000404917 + ENST00000233954 + ENST00000476492 + ENST00000434274 + ENST00000442510 + ENST00000413409 + ENST00000369709 + ENST00000464302 + ENST00000483295 + ENST00000313961 + ENST00000335670 + ENST00000291700 + ENST00000302190 + ENST00000333360 + ENST00000592761 + ENST00000266085 + ENST00000356864 + ENST00000382263 + ENST00000413146 + ENST00000245912 + ENST00000223795 + ENST00000618336 + ENST00000540010 + ENST00000379645 + ENST00000618562)
BLCA	Stemness	transcript	(ENST00000498090 + ENST00000409236 + ENST00000317233 + ENST00000440445 + ENST00000397843 + ENST00000470579 + ENST00000357485 + ENST00000412735 + ENST00000302514 + ENST00000429690 + ENST00000444304 + ENST00000510958 + ENST00000595464 + ENST00000492150 + ENST00000491104 + ENST00000616390 + ENST00000480911 + ENST00000378825 + ENST00000445132 + ENST00000421133 + ENST00000569783 + ENST00000355819 + ENST00000377211 + ENST00000442581 + ENST00000428028 + ENST00000450319 + ENST00000504669 + ENST00000504086 + ENST00000462567 + ENST00000361069 + ENST00000472992 + ENST00000391737 + ENST00000284818 + ENST00000621127 + ENST00000350896 + ENST00000554050 + ENST00000555821 + ENST00000555802 + ENST00000555393 + ENST00000267460 + ENST00000252590 + ENST00000380794 + ENST00000334133 + ENST00000252595 + ENST00000504909 + ENST00000400762 + ENST00000512888 + ENST00000509233 + ENST00000511672 + ENST00000431380 + ENST00000388887 + ENST00000380079 + ENST00000557275 + ENST00000259075 + ENST00000612339 + ENST00000493111 + ENST00000481568 + ENST00000394957 + ENST00000470317)
BLCA	Stemness	transcript	(ENST00000361627 + ENST00000287598 + ENST00000274026 + ENST00000310955 + ENST00000478882 + ENST00000263201 + ENST00000577249 + ENST00000209728 + ENST00000275517 + ENST00000373055 + ENST00000380026 + ENST00000356198 + ENST00000281453 + ENST00000371485 + ENST00000394802 + ENST00000554007 + ENST00000305188 + ENST00000553016 + ENST00000257934 + ENST00000348581 + ENST00000343597 + ENST00000454366 + ENST00000614960 + ENST00000326047 + ENST00000394894 + ENST00000374403 + ENST00000485406 + ENST00000346991 + ENST00000296509 + ENST00000333047 + ENST00000376692 + ENST00000378714 + ENST00000484800 + ENST00000251496 + ENST00000435975 + ENST00000240423 + ENST00000513321 + ENST00000366999 + ENST00000462283 + ENST00000260359 + ENST00000414849 + ENST00000220514 + ENST00000484066 + ENST00000442656 + ENST00000559828 + ENST00000550224 + ENST00000338193 + ENST00000352131 + ENST00000380071 + ENST00000461327 + ENST00000548760 + ENST00000541364 + ENST00000589978 + ENST00000360586 + ENST00000349139 + ENST00000401500 + ENST00000359321)
BLCA	Stemness	transcript	(ENST00000272928 + ENST00000224784 + ENST00000488967 + ENST00000557860 + ENST00000450684 + ENST00000370693 + ENST00000393480 + ENST00000307522 + ENST00000479368 + ENST00000252456 + ENST00000586577 + ENST00000417354 + ENST00000320634 + ENST00000560355 + ENST00000264664 + ENST00000373016 + ENST00000383694 + ENST00000422373 + ENST00000444578 + ENST00000498491 + ENST00000578655 + ENST00000437099 + ENST00000433375 + ENST00000483960 + ENST00000359135 + ENST00000382512 + ENST00000262041 + ENST00000583597 + ENST00000522519 + ENST00000457356 + ENST00000355192 + ENST00000443451 + ENST00000606233 + ENST00000317501 + ENST00000507536 + ENST00000257290 + ENST00000289963 + ENST00000394236 + ENST00000466266 + ENST00000611678 + ENST00000537002 + ENST00000582043 + ENST00000434693 + ENST00000379359 + ENST00000517939 + ENST00000274063 + ENST00000490779 + ENST00000490562 + ENST00000282470 + ENST00000394863 + ENST00000554980 + ENST00000557493 + ENST00000395715 + ENST00000545811 + ENST00000361524)
